x,y,z,vx,vy,vz,qx,qy,qz,qw
0.0,0.0,2.5,-1.805016720194498,0.8613331318023236,-0.0044521890686019,-0.0010855812308631797,0.00024574078987682263,0.9753223290546167,0.2207818239836259
-0.8501550942230078,0.42906345699187687,2.497935976000718,-1.7634565024606266,0.9435059112964149,-0.004207163685050731,-0.0010202186201196779,0.00025577097173331155,0.9699812324942747,0.24317647991191468
-1.6044794975020162,0.8576124348266092,2.496169852372466,-1.711194801433527,1.0352762411689775,-0.003923147822006203,-0.0009447173115171467,0.0002635388156864671,0.9632228032714562,0.2687012600029045
-2.2662828438363607,1.284910687535824,2.4946869438856867,-1.6449823859255246,1.1375499909976161,-0.003591150499515685,-0.0008570212387237927,0.0002674648972622873,0.9545915729575831,0.2979154584095364
-2.838874767225378,1.7102219691511495,2.493472565310822,-1.5605826791152053,1.2508282777950703,-0.0032003016926185723,-0.0007548517287616644,0.0002651785205110263,0.9434750427632026,0.331441851283489
-3.3255649016684026,2.1328100337042124,2.4925120314183142,-1.4526352509372311,1.3747156951958255,-0.0027381475895317943,-0.0006359783524900573,0.0002532237953664073,0.9290631404927996,0.36991986863785614
-3.729662881164772,2.551938635226639,2.4917906569786057,-1.3147475540206208,1.507127721122985,-0.002191900822358941,-0.0004988341746346036,0.00022680660605004085,0.9103221543568908,0.41389947010453626
-4.05447833971382,2.9668715277500586,2.491293756762139,-1.140137823939389,1.6431929979329558,-0.001551467222363172,-0.00034365841582192913,0.000179831871206375,0.8860214630768664,0.4636435185254722
-4.303320911314883,3.3768724653060973,2.491006645539355,-0.9232840340802903,1.7741324108331433,-0.000815049434672742,-0.00017419238514713718,0.00010571704251344268,0.8548804712037664,0.5188244644003748
-4.479500229967299,3.781205201926382,2.4909146380806964,-0.662846576499453,1.8869643053770964,3.05366868250071e-06,6.228804234343107e-07,-4.4139038279403983e-07,0.8159113314419758,0.5781766057382086
-4.586325929670401,4.179133491642541,2.491003049156606,-0.36514295225199256,1.9663849421432638,0.0008659759297254989,0.00016647316112769315,-0.00013840632395797263,0.7689508526532729,0.6393074605407137
-4.627107644423527,4.569921088486201,2.491257193537525,-0.04579458105570352,1.999474874274832,0.0017160357704897658,0.0003068082863559149,-0.00029986212377820255,0.7151561304003848,0.6989642453157129
-4.60515500822601,4.952831746488989,2.4916623859938967,0.2731638165558192,1.9812559634746436,0.0024891929688834525,0.00040887813560393704,-0.0004691201722820363,0.6570453573465982,0.7538504516225264
-4.523777655077188,5.327129219682533,2.4922039412961627,0.5702359828878392,1.9169822510932157,0.003135861865961006,0.00046870417939124173,-0.0006284252757362982,0.5978632139795297,0.8015974401149504
-4.386285218976397,5.69207726209846,2.4928671742147643,0.8309437333344109,1.819208391200036,0.003633974351316386,0.0004911443833268274,-0.0007642892635924468,0.5406138442966918,0.8412700755428352
-4.195987333922971,6.046939627768396,2.493637399520145,1.0498694830569761,1.7022802468779505,0.003987343445849403,0.00048583042448104583,-0.0008704315268546263,0.48737228615894596,0.8731934239580463
-3.9561936339162473,6.3909800707239715,2.494499931982746,1.2286071094987219,1.578133922931116,0.004215042381628681,0.000462752660222241,-0.0009467164656774436,0.4391437380609185,0.8984159181926519
-3.6702137529555605,6.72346234499681,2.4954400863730104,1.3724157373085095,1.454804482386716,0.004340781308321351,0.0004298458649770453,-0.000996434769319383,0.39609971893797524,0.918206583821294
-3.3413573250402506,7.043650204618542,2.496443177461379,1.487594915397952,1.336802906961301,0.004386485671754808,0.0003924929501054906,-0.0010239768963050248,0.357910815446755,0.9337548615709229
-2.9729339841696474,7.350807403620792,2.497494520018295,1.5800529105805647,1.226137673796556,0.00436979244042368,0.00035396970061811825,-0.0010335130245235425,0.3240148841966553,0.9460510861200352
-2.5682533643430876,7.644197696035192,2.4985794288142014,1.6547585191666256,1.1232789570285664,0.004303789148066372,0.00031609672267775073,-0.0010284678927411858,0.29378438178419153,0.9558708467952325
-2.13062509955991,7.923084835893363,2.499683218619538,1.7156653639184105,1.027849520640526,0.004197653620855051,0.0002797876316393098,-0.0010114287199857522,0.2666131923675252,0.9638027811568121
-1.663358823819452,8.186732577226937,2.5007912042047487,1.7658307693481707,0.9390554468781572,0.004057481146203958,0.0002454301720186512,-0.000984231511794541,0.24195310225181957,0.9702871554809391
-1.1697641711210458,8.434404674067537,2.501888700340275,1.8075859475197507,0.8559309770610104,0.0038870130452004024,0.00021312795234269233,-0.0009480935135070236,0.21932301367173618,0.975651560865025
-0.6531507754640277,8.665364880446793,2.50296102179656,1.842697027981485,0.7774663764119978,0.0036881909653435673,0.00018284680927165933,-0.0009037363507771995,0.19830507014812265,0.9801396563386556
-0.11682827084773183,8.878876950396334,2.503993483344045,1.872497483227609,0.7026671337124761,0.003461543511987111,0.00015450203926758294,-0.000851482257485959,0.17853538181026193,0.9839328562315326
0.43589370872850175,9.074204637947787,2.5049713997531717,1.897989833568959,0.6305745153653195,0.003206434799399886,0.00012801142596224476,-0.0007913214790497138,0.15969313400677795,0.9871661245482931
1.0017055292653394,9.250611697132774,2.5058800857943835,1.9199204747292684,0.5602648900782621,0.0029212044930278153,0.00010333011230481267,-0.0007229541090492242,0.1414897277589997,0.9899392005177696
1.5772975567634477,9.407361881982927,2.506704856238122,1.9388325778262423,0.49083741560612776,0.0026032219562962824,8.047762743574759e-05,-0.0006458104285600903,0.12365850255404082,0.9923243664988713
2.159360157223486,9.543718946529873,2.5074310258548285,1.9551012895359137,0.4213950645161402,0.0022488693177909157,5.95641338172631e-05,-0.0005590531153555631,0.10594505122589286,0.9943715740069622
2.7445836966461217,9.658946644805237,2.5080439094149467,1.968954165567227,0.35102132175759754,0.001853461588903505,4.082149717264588e-05,-0.00046156368843669097,0.0880978777707061,0.9961114628307005
3.32965854103202,9.752308730840651,2.508528821688918,1.9804783387198641,0.27875341716831104,0.00141110688828801,2.4644628973505874e-05,-0.0003519147807778673,0.0698590248905164,0.9975565594645301
3.911275056381841,9.823068958667738,2.508871077447184,1.9896144262196807,0.2035522202585583,0.0009145066568022905,1.1649492181905097e-05,-0.00022832962634265056,0.05095423684241344,0.9987007112175886
4.486123608696251,9.870491082318127,2.5090559914601878,1.99613553085818,0.12426875183711439,0.0003546952609682525,2.7561758393425373e-06,-8.863094972997871e-05,0.03108219872668969,0.9995165762110312
5.050894563975918,9.893838855823443,2.5090688784983715,1.9996077248967676,0.03960773211838227,-0.00027927741100169365,-6.913799611297066e-07,6.981591274071617e-05,0.00990241621781412,0.9999507159232034
5.602278288221498,9.892376033215314,2.5088950533321768,1.9993259511234966,-0.05190993178350606,-0.0010007034747493582,3.246924700692847e-06,0.00025015474479265706,-0.012978574144116956,0.9999154918988646
6.136965147433663,9.86536636852537,2.5085198307320455,1.9942162636522267,-0.15198045651932632,-0.0018255666108041792,1.735319789613565e-05,0.00045606156353472584,-0.038022611771803716,0.999276523046076
6.651645507613075,9.812073615785236,2.5079285254684205,1.9826921174171506,-0.26253413793780594,-0.002772769624225959,4.5595430448033865e-05,0.0006916912368269468,-0.06577600971162163,0.9978339204062464
7.143009734760394,9.73176152902654,2.5071064523117443,1.9624506071285324,-0.38571047956086507,-0.0038639954265548043,9.358939124615456e-05,0.0009614547504138559,-0.09688349849751535,0.9952950070667155
7.60774819487629,9.623693862280911,2.506038926032458,1.9301989679121705,-0.523741908759672,-0.005122715312485914,0.00016916924428420722,0.0012694573356216154,-0.13209326494865828,0.991236210776585
8.04255125396142,9.487134369579973,2.5047112614010043,1.8813242999027053,-0.6786571844209442,-0.006571454519254004,0.00028296586841740476,0.0016183130751413707,-0.17223903106593216,0.9850535585870094
8.444109278016459,9.321346804955356,2.503108773187826,1.809585643619322,-0.8516642571096312,-0.008225874081644368,0.00044866792893000397,0.0020069319167273234,-0.21817316467884146,0.9759076477723161
8.809112633042059,9.125594922438683,2.501216776163364,1.7070570398563287,-1.0420433993564444,-0.010083845595490734,0.0006822015312939931,0.0024269084834280257,-0.2706100617586501,0.9626854806824989
9.134324480546852,8.89917594481176,2.4990217410782303,1.5664057924436738,-1.2434738972860677,-0.012059109394847774,0.0009925545070620888,0.0028467167524948156,-0.3292269516227703,0.9442457415951695
9.418912929931963,8.642492803195369,2.496548328842703,1.3974329238125094,-1.4307321644937365,-0.013658525841781946,0.0013252780422144872,0.0031469789469262027,-0.388113104577844,0.9216051502672692
9.664944430267184,8.357280980800457,2.4938672255034287,1.2113391758801098,-1.5913645766960607,-0.01469836974789232,0.001631615854460533,0.0032925119806425885,-0.44402056094094233,0.8960087795789441
9.874657982937464,8.045355294171705,2.491051857208198,1.0191805949669563,-1.7207676575214355,-0.01514732290219756,0.0018751531431279527,0.003289997934005177,-0.49517057304204726,0.8687872336799933
10.050292589327757,7.708530559853794,2.488175650104798,0.8312792844203498,-1.818996571536048,-0.015036089281182958,0.0020318828413582036,0.003162577083889145,-0.5405275412973646,0.8413176216278315
10.19408725082301,7.348621594391405,2.4853120303410194,0.6553469360869337,-1.8895269036905815,-0.014433877083680527,0.0020921744311132935,0.0029400714142084174,-0.579788276898167,0.8147588761749769
10.308280968808175,6.96744321432922,2.482534424064651,0.495948529400748,-1.9374867150071515,-0.013422086315741684,0.002057604508790657,0.0026506433384653324,-0.6131929924875831,0.7899256848888698
10.395112744668205,6.566810236211919,2.4799162574234823,0.35495636189895924,-1.968212395240506,-0.012075571173697184,0.0019360082884217742,0.002316390353050471,-0.6412919231230771,0.7672907197989842
10.456821579788043,6.1485374765841865,2.477530956565302,0.23238682179337186,-1.9864256751507936,-0.010453569783078534,0.0017372768200078033,0.0019523659161921382,-0.6647550333810955,0.7470564963383811
10.495646475552643,5.714439751990702,2.4754519476378998,0.12719402272401648,-1.9959327743814927,-0.008597635913578204,0.0014707403383352503,0.001567450452172535,-0.6842505359429178,0.7292434963334561
10.513826433346958,5.266331878976149,2.4737526567890638,0.0378529542910435,-1.9996310544220472,-0.00653314117920259,0.0011439263639856148,0.001165786923139344,-0.7003821455337308,0.7137658406948266
10.513600454555935,4.806028674085207,2.4725065101665846,-0.037274199754309054,-1.9996480363783804,-0.004271930856620179,0.0007621823855065425,0.0007481081712426541,-0.7136649972780379,0.7004859911028197
10.497207540564522,4.335344953862558,2.4717869339182506,-0.09973514671761934,-1.9975108244734134,-0.0018148804602388497,0.00032873051960027324,0.0003127269265166563,-0.7245228907139465,0.6892502212896561
10.466886692757672,3.856095534852879,2.4716673541918506,-0.1508895420615917,-1.9942997566305052,0.0008461312171171928,-0.0001551159570121619,-0.00014382332005071126,-0.733295362549532,0.679909816831195
10.424876912520338,3.3700952336008596,2.472221197135175,-0.1918713066985973,-1.990771559548935,0.0037269309289591993,-0.0006897135920497505,-0.0006264354524490474,-0.7402480348081596,0.6723328575016941
10.373417201237464,2.8791588666511796,2.473521888896012,-0.22358187395915863,-1.9874516621852383,0.006850390212002153,-0.001276886605622673,-0.0011412966959116885,-0.7455829133904671,0.6664102930174677
10.314746560294003,2.385101250548517,2.4756428556221515,-0.2466967288712543,-1.9847003878314946,0.010246310124190966,-0.0019197786343760788,-0.0016959272684714901,-0.749447141526977,0.6620588437993299
10.251103991074906,1.8897372018375567,2.478657523461382,-0.261675186905639,-1.9827585170529727,0.013951780142292204,-0.002622754778185735,-0.0022993607855323326,-0.751939638303231,0.6592223499687934
10.184728494965125,1.3948815370629768,2.482639318561493,-0.26876783174689906,-1.9817768073062192,0.01801196668890386,-0.003391339769206,-0.0029624567260071602,-0.7531154565107389,0.6578725743007634
10.117859073349603,0.9023490727694576,2.487661667070274,-0.2680184692478792,-1.9818326322792685,0.02248131147890952,-0.004232170059229392,-0.003698351581828272,-0.7529878143671481,0.6580100717056233
10.052734727613299,0.4139546255016868,2.493797995135514,-0.25925866998986236,-1.982935373243778,0.027425134044501295,-0.005152926913205306,-0.004523069192432451,-0.7515277236639403,0.6596654923518723
9.9915927436851,-0.06848771429931706,2.50112155764868,-0.2422330969312037,-1.9850038414437425,0.03290539356854718,-0.006159352146198624,-0.005453415101677705,-0.7486843437794332,0.662875228071887
9.93579895581694,-0.5435327168517516,2.5096186112899828,-0.2250452668093318,-1.9869350867207936,0.03799310244921697,-0.007084471125877087,-0.006327369530100122,-0.7458022494294978,0.6660992953599402
9.884432495336762,-1.0107030485524355,2.5190471280632396,-0.21286037284599968,-1.9881951375227722,0.042076615294762164,-0.007824492033631687,-0.007031508689319497,-0.7437508767354344,0.6683737429854252
9.83620195506419,-1.4696782141887248,2.529128088606852,-0.2059527776743219,-1.9888561237724254,0.04510714906424094,-0.008375021979550444,-0.007552552636769519,-0.7425839142008287,0.6696577035515509
9.78981592781885,-1.9201377185479651,2.539582473559221,-0.2046230680749464,-1.9889488448443828,0.047029489795356524,-0.008729366608418918,-0.007877373467703534,-0.74235667321707,0.6699013407241017
9.743983006420372,-2.3617610664175124,2.5501312635587476,-0.20920396472036595,-1.9884543291138495,0.04778033117426162,-0.008877968860502001,-0.00799293233821997,-0.7431263820655365,0.6690440689581354
9.697411783688379,-2.7942277625847187,2.560495439243833,-0.2200650471631924,-1.9872934399371949,0.04728671997604305,-0.00880781341787008,-0.007886317831312424,-0.7449522009710231,0.6670126967907664
9.6488108524425,-3.2172173118369374,2.570395981252877,-0.23761550072637794,-1.9853140066851258,0.045464724936221244,-0.008501802504445221,-0.007544936163707166,-0.7478948192433553,0.6637195366815041
9.596888805502362,-3.6304092189615216,2.5795538702242826,-0.26230370475729625,-1.9822750144250285,0.042218518287293415,-0.00793812513132435,-0.0069569198307925266,-0.752015449075313,0.6590605755235243
9.540354235687586,-4.033482988745826,2.58769008679645,-0.29461194653682643,-1.977827571216715,0.03744016632901099,-0.007089669703163572,-0.006111840669154848,-0.7573739736104314,0.6529138811074074
9.477915735817804,-4.4261181259771964,2.5945256116077795,-0.33504385483787535,-1.9714927904959918,0.031010574118672272,-0.005923574034535106,-0.005001833272415043,-0.7640259444859527,0.6451385422633505
9.408281898712644,-4.8079941354429865,2.599781425296674,-0.38410134332710905,-1.9626375306710222,0.02280222078166514,-0.004401072556426406,-0.0036232485728291764,-0.7720180696352784,0.6355746155208427
9.33016131719173,-5.178790521930561,2.6031785085015335,-0.44224708340495816,-1.950450326526367,0.012684540859110948,-0.0024778911315133873,-0.0019789518297292467,-0.7813818137031785,0.624044784845023
9.242262584074686,-5.538186790227257,2.6044378418607583,-0.5098481282489843,-1.9339220395864565,0.0005330039555801579,-0.00010555136508353343,-8.133097243983492e-05,-0.7921248011331514,0.6103587218660108
9.14329429218114,-5.885862445120433,2.6032804060127503,-0.5870969251007226,-1.9118388518780682,-0.01375699048049391,0.002765942939525155,0.002044044525989807,-0.8042199436938224,0.5943214116044914
9.031965034330723,-6.2214969913974425,2.5994271815959116,-0.6739085900127851,-1.8827989704246946,-0.0302505517159721,0.006183508402030769,0.004354418442421049,-0.8175927099274386,0.5757468622009473
8.906983403343059,-6.544769933845636,2.5925991492486413,-0.7697992275973579,-1.8452677519852645,-0.048948099014697,0.010184044214305596,0.006786190062683679,-0.8321078018560063,0.554478423985565
8.76705799203777,-6.855360777252369,2.582517289609342,-0.8737601532415368,-1.7976865934714388,-0.06975634440580168,0.014785122542523864,0.009252798126882535,-0.8475576962558464,0.5304160808742728
8.610897393234488,-7.152949026404992,2.5689025833164134,-0.9841563418736082,-1.7386452414657596,-0.09246003824434232,0.019974103780974146,0.011645787589358976,-0.8636568004856032,0.5035492232050925
8.437210199752839,-7.43721418609086,2.551476011008258,-1.0986900209199917,-1.6671114737920623,-0.11670223049165447,-0.02569772292761572,-0.013840722285082398,0.8800457685480513,-0.4739905057329364
8.244705004412449,-7.7078357610973205,2.529958553323276,-1.2144734015466878,-1.5826860300802874,-0.14198283697935732,-0.03185534140261206,-0.01570902524211592,0.8963097554159658,-0.44200314353279563
8.032090400032942,-7.964493256211732,2.5040711908998685,-1.3282378543296065,-1.4858217068885011,-0.16768392241869765,-0.03829985754915725,-0.017134407975823798,0.9120117664805448,-0.40801171985580814
7.7983217968214396,-8.206898356209939,2.47367362199675,-1.4340785866524675,-1.3809733204796408,-0.19060728692509593,-0.044244936289870085,-0.0178398502111497,0.9263913642183363,-0.3735273194986189
7.54387778821437,-8.434961338111613,2.4394816124091037,-1.5267362489238303,-1.2753392332503675,-0.20636402631120798,-0.048564012686588526,-0.017615039368806134,0.9388148562371413,-0.3405251908234421
7.269817445577996,-8.648668161501963,2.4025371712243304,-1.607182351906081,-1.1707380132218521,-0.21526086485286947,-0.0512454441872865,-0.016685825269302595,0.9494823446579811,-0.309157335073422
6.977200982951688,-8.848004934947616,2.363882949741038,-1.6766443887227571,-1.0683862598763303,-0.21774812101019209,-0.05233929781181169,-0.015258468831342291,0.9586072288814742,-0.2794627899228465
6.667088614374806,-9.032957767015208,2.324561599257833,-1.7363771756040283,-0.9690585849385975,-0.2142886292972496,-0.05192109019099253,-0.013507755050537418,0.9663908991831687,-0.2514157202493486
6.34054055388671,-9.20351276627138,2.2856157710733203,-1.7875688026082446,-0.8731789588664156,-0.2053196002187862,-0.05007704230635309,-0.011576959494777229,0.9730147501264722,-0.2249445568971618
5.998617015526759,-9.359656041282758,2.248088116486108,-1.8312868678936332,-0.7809090932884557,-0.19123089378608815,-0.04689381147289956,-0.009581005113467801,0.97863652360191,-0.199948052311023
5.642378213334318,-9.501373700615986,2.2130212867948025,-1.8684534485128728,-0.6922248367613331,-0.17235529567189106,-0.042452064615915774,-0.007611048886734647,0.9833895228424079,-0.1763077850030861
5.272884361348746,-9.62865185283769,2.181457933298009,-1.899838623548343,-0.6069777165137337,-0.14896684329517573,-0.03682299525235736,-0.005739368655018157,0.9873835280195677,-0.1538973365085287
4.891195673609408,-9.741476606514508,2.1544407072943357,-1.9260648196252048,-0.5249422119433758,-0.1212841756494897,-0.030066926300327153,-0.0040239280896618235,0.9907065790206622,-0.13258867789102208
4.498372364155661,-9.839834070213076,2.1330122600823875,-1.9476166821555143,-0.4458509006074476,-0.08947682638528438,-0.0222333067784324,-0.0025123427200597053,0.9934270828657227,-0.11225637984856256
4.095474647026871,-9.923710352500024,2.118215242960772,-1.964853148168695,-0.3694200439417884,-0.0536731576228751,-0.013361600661941182,-0.0012451754074067666,0.9955959244883782,-0.09278021414397636
3.6835627362623953,-9.993091561941991,2.1110923072280956,-1.9780198329205652,-0.2953680320855834,-0.013969200685583851,-0.0034827333326236973,-0.00025859604751443937,0.9972484134078272,-0.07404661799087651
3.2636968459015914,-10.04796380710561,2.112686104182965,-1.9872608210194067,-0.22342872339132355,0.029561949014445223,0.007379109975377608,0.00041351562974026676,0.9984059994494925,-0.05594938808873512
2.836937189983833,-10.088313196557515,2.1240392851239864,-1.9926295914584746,-0.15336127470862815,0.07686030326502573,0.01920444829489743,0.0007379365949599094,0.9990777536937749,-0.038389876377950986
2.404343982548476,-10.11412583886434,2.146194501349766,-1.9940992117390712,-0.08495764480781498,0.1278687190463315,0.03197628720653063,0.0006808580649642325,0.9992616491318171,-0.021276881841026298
1.9669774376348816,-10.125387842592719,2.180194404158911,-1.991572188984576,-0.01804859210803021,0.1825221704580177,0.04567774143076101,0.00020697256060221513,0.998945698324496,-0.004526371996468529
1.5258977692824098,-10.122085316309288,2.2270816448500272,-1.9848905167204027,0.04749132057823188,0.2407365587237099,0.060289506629238356,-0.000721152423604348,0.9981090185503146,0.011938878375135515
1.0821651915304238,-10.104204368580685,2.287898874721722,-1.9738465311846667,0.11173946695871367,0.3023971621864802,0.0757871925202531,-0.002143439818518268,0.9967229015634497,0.028189678453400327
0.6368399184182854,-10.071731107973536,2.3636887450726007,-1.958195197270149,0.17472162891544674,0.36734698018121503,0.09213854653206367,-0.004102419077937878,0.99475196606561,0.04429081596174763
0.19098216398535395,-10.024651643054481,2.455493907201271,-1.9376683736940055,0.2364093883675397,0.43537542188958195,0.10930062611466387,-0.00664309490268169,0.9921554655996108,0.060301448443653996
-0.25435646683056673,-9.962983556524893,2.564275151884723,-1.9125552191311106,0.2960655663826481,0.5044577274012502,0.1267716283514163,-0.00975409676034346,0.9889606506118179,0.07609291281418637
-0.6982689750944611,-9.887273098193091,2.6896182689509116,-1.8856811346334885,0.35081911286520473,0.5666855338261821,0.14254053844356757,-0.01314658805454494,0.9855186238481124,0.0908949385508173
-1.1399683512243153,-9.798505188620316,2.8299681172077573,-1.8581947500844986,0.4007465985691757,0.6217027595285024,0.15650037513548892,-0.016683984240766003,0.9819724234078377,0.10468486162551695
-1.5786712176028384,-9.697678026518409,2.9837350205556263,-1.8307589326723333,0.4463274370623314,0.6701592623285262,0.16880115303979812,-0.020279337583630538,0.9784058416155664,0.11754322310533223
-2.0135941966127455,-9.5857898105992,3.1493293028948837,-1.8038655725780266,0.48803403760458147,0.712665182473523,0.17958532023164173,-0.023864316539927564,0.9748827611487902,0.12954801390257345
-2.443953910636732,-9.463838739574534,3.325161288125889,-1.7778727676252057,0.5263166090981876,0.7497727239384266,0.18898313654268037,-0.027385606399995148,0.9714513534491731,0.14077338921001345
-2.8689669820575117,-9.332823012156242,3.509641300149008,-1.7530368629428998,0.5615954742327971,0.7819668592628751,0.19711006997658986,-0.030801678846367017,0.9681477083580164,0.1512890154759361
-3.2878500332577945,-9.193740827056166,3.701179662864605,-1.7295389621269146,0.5942584539621057,0.8096615074514513,0.20406547424064786,-0.034079986284029265,0.9649988648740465,0.16115985897349397
-3.6998196866202893,-9.047590382986137,3.8981867001730457,-1.7075063340507772,0.6246615350293904,0.8331986399111436,0.20993198838217816,-0.03719456147664669,0.9620252925652468,0.170446273515829
-4.104092564527705,-8.895369878657997,4.099072735974691,-1.6870294874489964,0.6531315902715769,0.8528484748709266,0.21477524142674173,-0.0401239625582082,0.9592429078334963,0.1792042865865819
-4.499885289362747,-8.73807751278358,4.302248094169906,-1.66817577657582,0.6799703562665922,0.8688094029155818,0.21864354378849063,-0.04284948298196221,0.9566647187144108,0.18748601656599173
-4.886414483508127,-8.576711484074721,4.506123098659057,-1.651000365516199,0.7054591965775885,0.8812065585844896,0.22156730371964178,-0.045353534672052505,0.9543021888954216,0.19534017962401096
-5.262896769346554,-8.412269991243262,4.709108073342505,-1.6355552918724714,0.7298644154046958,0.8900880316394724,0.22355792280215708,-0.047618102772188475,0.9521664035944208,0.20281266488713207
-5.628548769260734,-8.245751233001036,4.909613342120615,-1.6218972720154303,0.7534430609566166,0.8954175964153407,0.22460589801729788,-0.04962315562314292,0.950269110711842,0.2099471725040491
-5.982587105633376,-8.078153408059883,5.106049228893752,-1.6100947950945923,0.7764492912138187,0.8970624976919563,0.22467778155647003,-0.05134486748385521,0.9486237015911155,0.2167859229635375
-6.324228400847191,-7.910474715131636,5.296826057562278,-1.600234957635707,0.7991414808337655,0.8947741870461859,0.22371150528619443,-0.05275346548319055,0.947246185917988,0.2233704589562105
-6.652689277284891,-7.743713352928131,5.480354152026561,-1.592430367881939,0.8217903292372098,0.8881587950896097,0.22160932964934582,-0.05381043286626806,0.9461562008414091,0.22974257435570897
-6.967186357329173,-7.578867520161211,5.655043836186961,-1.5868262301439557,0.8446882664050621,0.8766322543001326,0.21822726220495353,-0.05446466455576353,0.9453780654845199,0.23594541885535011
-7.2669362633627514,-7.4169354155427065,5.819305433943841,-1.583607242319621,0.8681603724980569,0.8593518046539582,0.21335909089521532,-0.054646936497785376,0.9449418255117412,0.24202483960290128
-7.5511556177683365,-7.2589152377844615,5.971549269197569,-1.5830028210585185,0.8925766280241135,0.8351100991844265,0.20671197354477025,-0.05426163932054239,0.9448840735289431,0.24803102494548965
-7.819061042928636,-7.105805185598307,6.110185665848505,-1.5852864786269312,0.9183640541358256,0.8021683618453986,0.19786841019583928,-0.05317399110287854,0.9452479468686279,0.2540204852663336
-8.069869161226359,-6.958603457696082,6.233624947797017,-1.5907585859079016,0.946013749339652,0.7579874213684359,0.18622562836378276,-0.05118959545318494,0.9460807622837507,0.2600582691389136
-8.302796595044212,-6.818308252789621,6.340277438943466,-1.5996852417256653,0.976068060384839,0.6987832832502667,0.17089649138012702,-0.04802068703769044,0.9474253867318583,0.26621985998589087
-8.517059966764904,-6.685917769590764,6.4285534631882175,-1.612123392639257,1.0090461635724852,0.6187760461024945,0.15054345847388922,-0.04322863715955147,0.9492953571275905,0.27259081967177945
-8.711875898771146,-6.562430206811346,6.496863344431635,-1.6274493685266307,1.0451906543222274,0.5089055046098615,0.1230954223903486,-0.036123485200281545,0.951607577068736,0.2792581459892546
-8.886461013445643,-6.448843763163206,6.543617406574083,-1.6431033943093218,1.0837026613852179,0.3546822644185199,0.08526771520082906,-0.025586959270091383,0.9540024653636712,0.28627522842401953
-9.040031933171107,-6.3461566373581775,6.567225973515924,-1.651269958980308,1.1205381982370137,0.1330464521768634,0.031812203572030955,-0.009774701959185303,0.9553645880192857,0.29354800557823346
-9.171805280330247,-6.255367028108098,6.5660993691575245,-1.6305851417202348,1.1424737358109662,-0.18959297364215033,-0.04525334830925771,0.014275746402255584,0.9525975240848419,0.30050920250872315
-9.280997677305768,-6.177473134124806,6.538647917399246,-1.5303317320076895,1.1145642935833804,-0.6448494434560571,-0.15538170859602923,0.050586157114951805,0.9380956933372356,0.30540711175817964
-9.36682574648038,-6.11347315412014,6.483281942141454,-1.2691863528609848,0.9743362397862871,-1.1999310115162958,-0.2994147199266877,0.10167524072595294,0.8983085661868316,0.30504770673035103
-9.428506110236789,-6.064365286805933,6.398411767284512,-0.8289678964232166,0.6942995537122726,-1.6824862274107082,-0.45041346202313537,0.1637044897236817,0.8248892630252502,0.29980915967898664
-9.465255390957708,-6.031147730894023,6.282447716728784,-0.3519643923109688,0.3654004969079474,-1.934580871940746,-0.5621584122163805,0.23904479209189142,0.7285931010297816,0.3098169070975597
-9.476290211025843,-6.014818685096249,6.133800114374633,0.02514759953292415,0.09115086766736351,-1.9977634478444042,-0.41813376579901246,0.5491144103831759,0.43838415480033766,0.5757169740576487
-9.460827192823904,-6.016376348124446,5.9508792841224265,0.28550748073554183,-0.10675836191704195,-1.9766354914504385,0.1158519721961932,0.6406055386531281,-0.1350861312194801,0.7469629364489339
-9.4180829587346,-6.03681891869045,5.732095549872524,0.4609512232953617,-0.2458941506260261,-1.9305594572497822,0.14743377356340578,0.5896221887879172,-0.19263409513589086,0.7703896221990638
-9.347274131140635,-6.077144595506099,5.475859235525292,0.5814113353797892,-0.34569464252624815,-1.882141304422553,0.15244149078516242,0.5546680537842917,-0.21677274755935103,0.7887418386032012
-9.247617332424724,-6.138351577283229,5.180580664981095,0.6666061953279526,-0.41964104525968543,-1.8383518207827798,0.15262751953306244,0.5289435075549094,-0.2314456431989735,0.8020945901714591
-9.118329184969571,-6.22143806273368,4.844670162140295,0.7286422039376595,-0.4762508427288409,-1.8006292061235147,0.15167626463013334,0.509288161710479,-0.24179510000120788,0.8118831494024318
-8.95862631115789,-6.327402250569285,4.466538050903257,0.7749787982985689,-0.5208769604675515,-1.7686421162783388,0.15054375828531216,0.4938591905136056,-0.24971633175374502,0.8191951479288523
-8.767725333372377,-6.457242339501883,4.04459465517034,0.8103324063352526,-0.5569564737330716,-1.7415971900520186,0.14951126059160658,0.4814835206355595,-0.2561061506368566,0.8247599147915748
-8.544842873995757,-6.611956528243311,3.5772502988419186,0.8377799259641013,-0.5867610543664842,-1.7186727922090577,0.14865392877001435,0.4713773249202491,-0.2614541585679973,0.8290635902947991
-8.289195555410727,-6.792543015505403,3.062915305818349,0.8593916607994015,-0.6118372070320783,-1.6991471745292381,0.14797819798211911,0.4629982095315336,-0.2660537218505058,0.8324360779642734
-8.0,-7.0,2.5000000000000004,0.8766009373760529,-0.6332674988017613,-1.6824217648098263,0.14746795931759074,0.45596003679085634,-0.2700926696632575,0.8351065194611398
