time,thrust1,thrust2,thrust3,thrust4
1746279625.6917012,0.029925,0.029925,5.3199999999999985,5.32
1746279625.7650445,2.430339422605812,2.076304635642766,0.029925,0.0622625714164325
1746279625.8409636,0.029925,0.029925,3.7198905422183923,5.043949679470147
1746279625.903581,1.498395311290421,2.054824992819839,5.319999999999988,5.319999999999995
1746279625.9434564,0.029925,0.029925,5.32,5.32
1746279626.0110848,1.5084641218245765,0.960172035226034,5.32,5.32
1746279626.0374668,0.029925,0.029925,5.32,5.32
1746279626.0975742,1.645107922047085,1.3734589767428536,5.32,5.32
1746279626.1694658,0.02992500000000027,0.445121820609701,5.3199999999999985,5.319999999999998
1746279626.2180653,1.705751844073362,0.029925,5.32,5.32
1746279626.3154516,0.06432610391676041,2.4674321581292222,5.32,5.3199999999999985
1746279626.332455,1.6997554876149987,0.029925,5.32,5.32
1746279626.3998818,0.5443634977134104,2.5491917226988003,5.319999999999998,3.6703914798657133
1746279626.4539034,1.082639346370682,0.029925,4.992583602529266,5.32
1746279626.5248008,1.6469697056975443,2.82557103561635,5.32,2.673193843051929
1746279626.5849593,1.5562281461060896,0.029925,4.099996258621551,5.32
1746279626.6565084,2.4134262410724565,3.105892973087935,5.32,1.922929888532951
1746279626.693262,3.5038042589258644,0.5312241363736538,3.152509702161613,5.32
1746279626.76986,4.548856965885867,5.32,5.3199999999999985,1.904035941876915
1746279626.876627,5.32,3.3160141149670816,2.216978193838438,5.32
1746279626.9666505,5.32,5.32,4.174383057834078,1.5731677423252546
1746279627.0046334,5.32,5.32,0.7883717927340214,5.32
1746279627.0542529,5.32,5.32,2.7528837377358832,0.9249631707276924
1746279627.0954397,5.3199999999999985,5.3199999999999985,0.36449702500489567,5.292965907804299
1746279627.1636415,5.32,5.32,2.425648991241568,0.6231034307941208
1746279627.2269084,5.32,5.32,0.14466414580456877,4.098352710236527
1746279627.2870083,5.32,5.32,2.3128310419534235,0.4879467838135428
1746279627.3454807,5.3199999999999985,5.3199999999999985,0.05328284000706158,3.3986885832672717
1746279627.407912,5.32,5.32,2.299921000333851,0.42236788349930493
1746279627.4653597,5.32,5.32,0.029925,2.9703238302981494
1746279627.5186388,5.32,5.32,2.2939903560257786,0.4169328419056322
1746279627.5664394,5.32,5.32,0.029925,2.736241673268216
1746279627.6203592,5.32,5.32,2.2653250489549395,0.46275951992981473
1746279627.6965811,5.32,5.32,0.029925,2.624876662484648
1746279627.7608323,5.32,5.32,2.2687838229920416,0.6283174240618581
1746279627.80993,5.32,5.32,0.029925,2.6514755308546762
1746279627.8644695,5.32,5.32,2.269288418405147,0.8496144495610748
1746279627.919986,5.32,5.32,0.029925,2.6978972366981306
1746279628.0513709,5.32,5.32,2.319568409051661,1.2068629438776244
1746279628.1175897,5.32,5.32,0.045695434626524145,3.0300071352396887
1746279628.185484,5.3199999999999985,5.32,2.3537199238400124,1.6789158268066766
1746279628.2682068,5.3199999999999985,5.3199999999999985,0.19888095310931153,3.6040149429271087
1746279628.3255165,5.32,5.32,2.4375127545879276,2.2427183597457665
1746279628.3828368,5.32,5.32,0.416880191573696,4.427622836144923
1746279628.4491103,5.319999999999995,5.32,2.67239240129215,2.700812445106443
1746279628.5177,5.32,4.944463967841765,0.7648488264535158,5.32
1746279628.5493317,4.966045621664052,5.32,3.0077963985551963,3.240755158836211
1746279628.6124117,5.32,4.330967649495244,1.1678419508921816,5.32
1746279628.6791193,3.6738884665700238,5.32,3.858878315974409,3.951283980809643
1746279628.850418,5.32,3.8425550325411675,1.8721099124891039,5.32
1746279628.9131072,2.3032934567989667,5.32,5.32,5.0039535534872375
1746279628.9692974,4.268007409022567,3.5651415946385385,2.8430841749859304,5.32
1746279629.063343,1.6079332989437036,5.32,5.32,5.32
1746279629.0887492,3.5378589259074733,3.598575879962764,3.375492046631452,5.319999999999996
1746279629.1480823,1.2408025296090037,5.319999999999953,5.319999999999996,5.319999999999998
1746279629.2025516,3.1083387990019564,3.661722940512047,3.8495132274592705,5.32
1746279629.2952678,1.0299541436853774,5.319999999995907,5.32,5.32
1746279629.3367991,2.7235023274658543,3.801929539444817,4.480525985972005,5.32
1746279629.3903112,0.810801457272347,5.216889627147827,5.32,5.32
1746279629.4332392,2.507411972717171,3.9792444395731255,5.041126775833338,5.319999999999994
1746279629.5257213,0.7972353065707031,5.13018878610079,5.32,5.32
1746279629.6001596,2.3596426733617437,4.147193550280119,5.319999999993577,5.319999999999998
1746279629.648493,0.8746246711752266,5.120541434191346,5.3199999999999985,5.319999999999998
1746279629.693953,2.2284519305275325,4.325825316463953,5.32,5.32
1746279629.7507715,0.9516740704370602,5.115538109552971,5.3199999999999985,5.319999999999998
1746279629.7995632,2.173836279837272,4.428435149991882,5.319999999997288,5.319999999999914
1746279629.8747175,1.0941109421810686,5.064787583266375,5.32,5.32
1746279629.9210722,2.167185138024109,4.4894510609610645,5.32,5.32
1746279630.001227,1.258722958128524,4.980922292998619,5.32,5.32
1746279630.0350008,2.203950862615514,4.505330013645044,5.200889752958334,5.32
1746279630.102963,1.4626998022510422,4.8776289300337465,5.32,5.32
1746279630.2077413,2.278392843215315,4.480088354852641,4.8530304488032785,5.32
1746279630.302219,1.8345422410308927,4.743517511247207,5.32,5.32
1746279630.341488,2.5216433886934504,4.34157391442527,4.2010843583548585,5.319999999999998
1746279630.4268935,2.0644436323197035,4.589894724668954,5.248250984142547,5.32
1746279630.459487,2.742740945912276,4.245091282369998,3.7823470144846842,5.319999999999998
1746279630.5162685,2.3338666542953734,4.465882887742926,4.555374837058121,5.32
1746279630.551448,3.017368233393161,4.151874618107108,3.3262224130652163,5.32
1746279630.6552584,2.665554140714568,4.3549798827693875,3.934410925474133,5.32
1746279630.7147803,3.501267758305919,4.085813948464515,2.7937482584628115,5.32
1746279630.7710364,3.2434403616061553,4.202742591777561,3.2510205817501174,5.32
1746279630.865806,3.888135235450687,3.9741038527942427,2.568771566423451,5.32
1746279630.9387877,3.6649172740838316,4.13203440075943,2.918022070156257,5.32
1746279630.9706538,4.251980089230509,3.9244530611523873,2.4016148750356914,5.32
1746279631.054958,4.071001127861476,4.075356099543022,2.6706196186975117,5.32
1746279631.095452,4.5762996725844864,3.899044688164014,2.2878621475241627,5.32
1746279631.1722221,4.424596841295311,4.037945655637661,2.4923920665820423,5.319999999999984
1746279631.2258086,4.827661286474995,3.8992513655690137,2.216574522419884,5.319999999999991
1746279631.2730615,4.692933412786472,4.020436202856351,2.370166642823245,5.32
1746279631.3362527,4.980533347343765,3.9255534107053207,2.180369757202932,5.32
1746279631.442063,4.851049294472575,4.028351847036048,2.2955317318657125,5.32
1746279631.5537827,5.0220521161993785,3.9764806295396284,2.1750898378053627,5.32
1746279631.5819936,4.879217349044324,4.124146265830999,2.2692664124375446,5.32
1746279631.6452968,4.899673373707866,4.084733583643789,2.216775470191668,5.32
1746279631.7112606,4.7443943828587045,4.1780431277511605,2.290388669230738,5.32
1746279631.771486,4.700034423484453,4.1876678662309565,2.28405030455688,5.32
1746279631.836609,4.543733168813562,4.266146025321783,2.3547846499929426,5.32
1746279631.8987129,4.448592897468171,4.30021231651195,2.382795159858552,5.314728854221014
1746279631.9352462,4.293783824693797,4.367837041468374,2.4570804662041543,5.185275377259089
1746279631.9953208,4.172052508205529,4.413376902902941,2.5127375655731314,5.041754942750765
1746279632.036167,4.02483558228733,4.4859392182049405,2.5949307024890147,4.879892049815597
1746279632.066141,3.8969393118214306,4.553076504887764,2.6717019804624917,4.72674453170909
1746279632.1674838,3.7625660720172878,4.635572596650638,2.7639839181987855,4.57383031046567
1746279632.185869,3.641372642831687,4.716844158150691,2.8570335708134547,4.431277256830716
1746279632.2983844,3.4372279464127593,4.8447577644140845,3.032316014249167,4.1903778116172345
1746279632.3227766,3.3011765036749203,4.971506043254906,3.185173862623488,4.049611790503279
1746279632.4660265,3.1501459001050045,5.082713836619244,3.3632262927783487,3.855336551527918
1746279632.5224016,3.0377191052560795,5.199578066619518,3.5358208722660494,3.7448987127275433
1746279632.553947,2.9809982335421075,5.265538506685186,3.642680800546555,3.660769107510154
1746279632.591969,2.910902825413793,5.311744271407753,3.76390626637639,3.5877883517727267
1746279632.6531906,2.8573499188739655,5.3199999999999985,3.872383840964213,3.5203730349420934
1746279632.691811,2.8058056427766576,5.3199999999999985,3.9794720344713514,3.4627492561986006
1746279632.7397676,2.762480145606275,5.319999999999925,4.077241719484579,3.415736953890181
1746279632.8201885,2.724001346841554,5.305931010918391,4.1676788200679935,3.3776951707068705
1746279632.8740237,2.691648730089007,5.262115778146362,4.248465127837469,3.3464140110377483
1746279632.9156013,2.6644182072830027,5.197048206886678,4.3190557088980475,3.3224241293373704
1746279632.9709013,2.6423534426830533,5.113760568085158,4.378325543807615,3.305999328189819
1746279633.018987,2.625159463785488,5.014714502522354,4.425754222528291,3.2969541071984434
1746279633.0655756,2.6127377380185193,4.9022332567439335,4.460903547890291,3.2950876965307674
1746279633.1202884,2.6049502606304897,4.77886165554861,4.483633888771797,3.300102302414178
1746279633.2682211,2.601697563691576,4.64724104009216,4.494022017487038,3.311650885311257
1746279633.3093736,2.6193796419350948,4.383698510380976,4.45647492695512,3.357827928237306
1746279633.3802476,2.6154573608310914,4.220811540967966,4.4542674219485265,3.388834938813065
1746279633.427943,2.6311941440055913,4.078667028345898,4.421158827708231,3.41973758158305
1746279633.502211,2.6481082275761962,3.938956411655395,4.379737648723291,3.4581872660153814
1746279633.5540926,2.669395265355078,3.805725325994917,4.329542908570293,3.498525024646208
1746279633.6415138,2.7291193927504156,3.575251768139398,4.202888516672349,3.5735312842803193
1746279633.6872427,2.75379398593643,3.4432585796224475,4.141332782036541,3.6296768361273486
1746279633.718644,2.7882477317994008,3.338591120562132,4.070032425724257,3.6699887108850113
1746279633.7924163,2.8247894010481684,3.240553692399766,3.9968545867013425,3.7100293920507283
1746279633.855197,2.9073298378113925,3.077417899453155,3.845195747107471,3.7641554001541304
1746279633.9213536,2.9495150974621023,2.9897217505026377,3.7675559548214026,3.807943926682792
1746279633.9864526,2.9928856272939015,2.9226960612147623,3.6921997747712774,3.8294747708263763
1746279634.086747,3.0371556707278944,2.8614201915652826,3.619075353515372,3.844535000462511
1746279634.161446,3.124068416560584,2.763883941808532,3.4820230242909522,3.840564793190684
1746279634.2154078,3.171708131144705,2.7145843850084246,3.412127409024533,3.8431730243796896
1746279634.2580202,3.2137359726105053,2.6783632445627403,3.3500864914137956,3.827308629306913
1746279634.2975838,3.254379322797688,2.6468241863873763,3.2918797607153625,3.803338020327986
1746279634.357785,3.292429003383134,2.6205347150561993,3.238052499067457,3.7713508827200872
1746279634.4137266,3.3276382124241684,2.59901605200928,3.18848644570214,3.732134768251201
1746279634.4766493,3.359662903743765,2.5819673628338062,3.1431793611889853,3.6863251864374673
1746279634.5549202,3.388238506118283,2.569067443765549,3.102076875747048,3.6346779363694384
1746279634.6085422,3.4131461433885413,2.56001075704328,3.065103697020974,3.578007929024709
1746279634.686163,3.434222628354299,2.55449757705484,3.0321619974130978,3.5171725234871287
1746279634.7303383,3.4513617142381268,2.5522325703543816,3.0031383122320503,3.4530434979939177
1746279634.7915814,3.4645130370176362,2.552920145811,2.9779027280996417,3.3864813844880977
1746279634.872399,3.473679736387312,2.5562657253726697,2.956315837431373,3.318313032176797
1746279634.9182696,3.478915814140639,2.5619722344539895,2.9382268962707503,3.2493148979286692
1746279634.9490302,3.4803245721238514,2.5697399384430306,2.9234779218055755,3.1801993404701006
1746279635.0166893,3.478052096635676,2.579266909351786,2.9119030002940227,3.111605031107941
1746279635.0662186,3.4722845048802347,2.590249983555726,2.9033308783526817,3.0440926771161783
1746279635.1143422,3.4632387071315853,2.6023847690654853,2.8975852591090963,2.9781418773341293
1746279635.1762884,3.4511604591658718,2.615369038695662,2.894485283562735,2.9141532231232103
1746279635.2303758,3.4363167303385413,2.628904077979504,2.893845659584515,2.8524508698486066
1746279635.311087,3.4189908654298837,2.6426963233001644,2.8954777599395696,2.793290253809764
1746279635.3540156,3.399476043542127,2.656460681366066,2.899188336710809,2.7368611630200705
1746279635.4023933,3.378071414755091,2.669925016875206,2.904783318295092,2.6832977320160816
1746279635.4686947,3.355078060146093,2.6828306501576358,2.9120650669759662,2.632685312610509
1746279635.5083473,3.330793036643545,2.6949365937887215,2.9208343072070866,2.5850664798299285
1746279635.5611682,3.305503618690574,2.706021370416615,2.9308901689379447,2.5404454806749945
1746279635.6260347,3.2794912421811717,2.7158857427193808,2.9420320881454907,2.498802640977045
1746279635.6442266,3.2530205168696447,2.7243556690279744,2.954058657482194,2.4600890661173413
1746279635.6973727,3.226343152617505,2.731281671401911,2.9667711486426946,2.42424108560528
1746279635.7816465,3.19969157837524,2.736542756297631,2.979972947941254,2.391176751109691
1746279635.8277948,3.17328472212491,2.7400445741937225,2.993469552707614,2.3608066348576098
1746279635.871933,3.1473195989956086,2.7417219209109445,3.007072119699783,2.333029887270555
1746279635.9383168,3.121972163846221,2.741536773173061,3.0205994908467004,2.3077401427600823
1746279635.9869359,3.097403544470842,2.7394768149005326,3.0338765186251195,2.28482955570198
1746279636.0359356,3.0737541195152995,2.7355565194614946,3.0467375278408166,2.2641857866070216
1746279636.108967,3.0511452412689555,2.729812137664747,3.059026686705385,2.2456962503765947
1746279636.1498995,3.0296816797865413,2.7223042199475582,3.0706002742496503,2.229247667034751
1746279636.2059858,3.0094509427112452,2.7131110697118,3.081326935762956,2.214727169072803
1746279636.267466,2.9905233912972076,2.7023286929325105,3.0910903853877763,2.202023349167006
1746279636.3267047,2.972954691304618,2.690065064805342,3.0997873314706115,2.1910256099448886
1746279636.3754315,2.956787725365695,2.676441274882624,3.1073299987224456,2.181625688790789
1746279636.4251182,2.942050102192675,2.661585934049575,3.1136464774607684,2.1737161752453735
1746279636.4815311,2.9287576431359374,2.6456337964658054,3.1186809070052717,2.167192300882275
1746279636.5612316,2.9169154782678812,2.628723362325617,3.1223943007688963,2.161951340458647
1746279636.601324,2.9065182847117836,2.610992218383611,3.1247612490372365,2.157893416783138
1746279636.6523762,2.897550957372496,2.5925800126920824,3.1257737715787624,2.1549193150053236
1746279636.716834,2.8899893929193587,2.5736193775709255,3.1254364405564883,2.1529345409201524
1746279636.774314,2.883800292143377,2.5542425866741274,3.1237708491718026,2.1518449125057533
1746279636.8264122,2.8789452858880056,2.5345718755224875,3.1208078399665147,2.1515606846197004
1746279636.8856905,2.875378728259886,2.514726067746281,3.1165922108328354,2.15199381488062
1746279636.9361057,2.8730483420657684,2.494812891273365,3.1111780266445703,2.1530606834794392
1746279636.9967,2.8718982143387213,2.4749333924022126,3.104627790505617,2.1546793570925287
1746279637.0479705,2.871867042604011,2.455179773861478,3.09701310604961,2.1567725950246763
1746279637.0949316,2.872885848016257,2.4356365011323455,3.0884132042041093,2.159263650861616
1746279637.1485326,2.8748851746102924,2.416376463156665,3.0789111801783946,2.162083419332787
1746279637.2101028,2.87779530053405,2.397463872973697,3.0685919295592337,2.1651667130532743
1746279637.2853985,2.8815400237696176,2.3789577735442498,3.0575459767867113,2.168448863591564
1746279637.3245134,2.886042019805671,2.360905533578391,3.0458634306961265,2.171871851182723
1746279637.3659966,2.891221555443839,2.343348760669419,3.033636733999028,2.1753813016051353
1746279637.4364102,2.8970000947059287,2.326318769348408,3.020954388705665,2.178928833113894
1746279637.4926126,2.903296896838899,2.3098442202414633,3.0079062846528704,2.1824678710313874
1746279637.5483708,2.910029792311136,2.293945283361309,2.9945793630787816,2.1859567867838323
1746279637.6040425,2.917120408076832,2.2786355020696387,2.9810569051699347,2.189361869887318
1746279637.6534932,2.924488266519226,2.2639246908704878,2.9674190330032983,2.1926499448789714
1746279637.7033637,2.932055684406969,2.249815570787565,2.953741749028972,2.1957956018228635
1746279637.750377,2.93974621597178,2.2363095837484304,2.9400967221583025,2.198774891719234
1746279637.82155,2.9474866976640715,2.223402784593729,2.926551967796392,2.2015710104197086
1746279637.863366,2.955204501620633,2.2110877847727544,2.913170085357899,2.20416946835651
1746279637.935527,2.962829933816057,2.199355649840542,2.9000096954563435,2.20655874284713
1746279637.9736185,2.9702992455636146,2.188191795850213,2.8871231539963795,2.208735050102871
1746279638.0353265,2.977549753370529,2.177582867551368,2.874558529546275,2.21069314671745
1746279638.1034136,2.9845225912117193,2.1675121446253276,2.86236026474559,2.212434211201505
1746279638.1664708,2.9911645752511857,2.157961446416249,2.8505665240090208,2.2139612366656998
1746279638.229244,2.9974256904540444,2.1489113930960264,2.8392120968307704,2.2152805165024794
1746279638.260024,3.0032624134556034,2.140341072152255,2.8283264595256803,2.2164013899343487
1746279638.3442175,3.008634071770125,2.132229491876745,2.8179347234504273,2.217333550412192
1746279638.3690352,3.0135039728378397,2.1245574242698244,2.808059700350446,2.2180869565076167
1746279638.4280903,3.0178402095224337,2.1173019097690524,2.7987207716896845,2.2186769002307907
1746279638.4800787,3.021615184375963,2.110443510850959,2.789932101912981,2.2191144781697476
1746279638.538032,3.0248074666529488,2.103958985000929,2.781705396466652,2.2194174231445616
1746279638.6119938,3.027400589662904,2.0978293621734805,2.7740478432705364,2.2195993370882814
1746279638.6552634,3.029381231711916,2.0920332264650305,2.7669654589397816,2.2196766379915824
1746279638.7065666,3.0307406582693868,2.0865520946130665,2.7604602500248734,2.2196635582576025
1746279638.7665567,3.031474896535564,2.0813662467830754,2.754532377672133,2.219576709537763
1746279638.8578718,3.0315835211495274,2.0764584201167358,2.749178985825991,2.2194298622600903
1746279638.8989718,3.0310684089149698,2.071812796206827,2.744396521840159,2.219235888739198
1746279638.948047,3.029937054830659,2.0674127979473544,2.740177642153023,2.219008490814939
1746279638.997481,3.0281991397316883,2.0632449680262566,2.7365144864990665,2.218759317585604
1746279639.0568242,3.0258684750267473,2.0592939691762138,2.733395305365534,2.2185001920743956
1746279639.112261,3.0229599778228287,2.055550265531736,2.730809592172272,2.218238725609954
1746279639.1634204,3.019492083670213,2.052000457994021,2.728743400159643,2.2179857728238925
1746279639.211436,3.0154846206844996,2.048637880182054,2.727182243212746,2.2177454034276622
1746279639.2690132,3.010959492924144,2.045451743193782,2.7261100711668,2.2175251985247773
1746279639.3280036,3.005941233212804,2.042436468215486,2.725509930116888,2.217328830213353
1746279639.3934152,3.000456084055609,2.039585024039178,2.7253639185196814,2.2171609730353787
1746279639.456775,2.9945307988580785,2.036893023305367,2.7256516080402835,2.2170224081793433
1746279639.5310113,2.988191346631724,2.034358613220793,2.7263546855905796,2.2169114939927637
1746279639.5579739,2.9814660037068266,2.0319777748161245,2.727452934407136,2.2168295286998125
1746279639.6136413,2.9743833218355498,2.029749057525506,2.7289240831922745,2.216773574529981
1746279639.6641715,2.966973028244355,2.0276727854984578,2.730747702015457,2.216741388929464
1746279639.7277138,2.9592643134549124,2.025747426791053,2.732900404794217,2.2167296550365383
1746279639.7979898,2.9512863379170695,2.0239771415961796,2.7353604430756295,2.2167311042167688
1746279639.8411863,2.9430669059635726,2.022362059569044,2.73810465403084,2.216740391913754
1746279639.8964715,2.9346339080886,2.0209069015955166,2.7411111607558816,2.2167497215544225
1746279639.9673367,2.9260179065851823,2.019612652448425,2.7443554494389155,2.2167545482829385
1746279640.019157,2.9172457543181314,2.018484156592363,2.747814108804506,2.2167451550099413
1746279640.0662122,2.908344599803398,2.017525235810589,2.751463070718135,2.216713551113966
1746279640.1204016,2.8993419922392585,2.0167405439694925,2.755279373838292,2.2166518192657194
1746279640.1821988,2.890261665393954,2.016136248757038,2.7592396215976995,2.216548028451011
1746279640.2213533,2.881130087263924,2.0157145096492,2.763319838919818,2.2163966857342565
1746279640.2867959,2.8719711328622535,2.0154823696565143,2.7674961877599453,2.2161862896592748
1746279640.3443131,2.862808558069647,2.01544460156399,2.771746180760156,2.215908785008389
1746279640.416764,2.8536638012334037,2.0156073474743774,2.7760471754693867,2.2155538294173254
1746279640.4526982,2.844559057142219,2.015975498681573,2.780376797081437,2.2151129849139997
1746279640.5221262,2.835514922693832,2.0165524325162107,2.7847120755303814,2.2145791018272742
1746279640.5773525,2.826551886108762,2.017344643163702,2.7890311474097813,2.2139428764534346
1746279640.642704,2.8176888107808535,2.0183543227575864,2.7933120345206914,2.2131986366558167
1746279640.6912336,2.808944575142822,2.0195869989405635,2.7975333862977463,2.21233879884051
1746279640.745533,2.8003351622825936,2.021046202117904,2.801674554526496,2.211355799369564
1746279640.7900903,2.791876957742398,2.0227357617046944,2.805716133282536,2.2102442144595065
1746279640.8584168,2.783585568577968,2.0246586438899183,2.8096386519109795,2.208999412930077
1746279640.906894,2.775474814954404,2.0268162588041037,2.813422784089618,2.2076170065326264
1746279640.9697914,2.7675604432142054,2.0292087301248554,2.817049264553171,2.2060971847008335
